pull_requests,size,contributors,age,contributor_xp,language_C,language_C#,language_C++,language_CSS,language_CoffeeScript,language_Dart,language_Dockerfile,language_Elixir,language_Go,language_Groovy,language_HTML,language_Java,language_JavaScript,language_Jupyter Notebook,language_Kotlin,language_Lua,language_MATLAB,language_MDX,language_Makefile,language_Nunjucks,language_Objective-C,language_PHP,language_Perl,language_PlantUML,language_PowerShell,language_Pug,language_Python,language_Reason,language_Ruby,language_Rust,language_SCSS,language_Shell,language_Swift,language_TeX,language_TypeScript,language_Vim Script,language_Vim Snippet,language_Vim script,language_Visual Basic .NET,language_Vue,pr_points
-0.7221678325522289,0.5651355697298822,-0.8617947726706151,0.14850915199245457,-1.1515989630646661,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0623
-0.30805747151969803,0.32021451637631987,1.2636185298674893,-0.26232941401070653,-0.8806322898540094,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.95
2.701417825488992,-0.024182730569042132,1.0392693479329118,-0.24801741478518655,0.8466197265835881,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.427
-0.19735470173872444,-0.6255448214044967,1.1101164580175151,-1.1311519552305063,0.8145146705159748,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.838
-0.258856240505932,-0.2950301116424635,-0.3658650020783907,-0.23202165094489954,0.3611912788412743,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.146
0.10195278692835237,3.12007403545642,0.3071825437253424,-1.1168399560049862,0.15443471776584436,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4474
-0.6811668067074239,3.1039850022969326,-0.8145633659475461,-1.1825067759809014,-0.9910736827265995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.497
0.9342736115778947,-0.5726808553090393,1.4997755634828345,1.4121744953751283,0.4363171100394895,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.839
0.5119630453764028,0.37510110378325556,1.1573478647405842,1.247165563127957,-0.4812453923728995,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.792
1.1351786382174394,0.9556853575098869,1.0746929029752135,-0.892899262240968,0.0035409542480617775,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.312
-0.6360656782781384,-0.8625592641768254,-0.5902141840129683,-1.2490154782642,-0.7451489532486812,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.261
0.6472664306642595,-0.8083162380962692,1.6060462286097394,1.0947848654915386,1.4578999941109458,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.988
-0.779569268734956,0.39661443955079817,-0.8617947726706151,-1.2641693597971033,-0.8921901100383502,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86
-0.09075203454223132,0.8636560878376212,-0.47213566720529593,-0.05522636639435891,-0.5660027403913988,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.099
0.36435935233510464,0.8586914718912652,1.535199118525136,-1.3138404159327315,3.4940026499189836,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.01
-0.3203577792731396,-0.4700787924176822,0.0001784000253939825,1.5115166076463844,-0.49216111143588825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.608
-0.5540636265885283,-0.8533655309428329,-0.4249042604822269,1.2160159177547665,0.5884950757999767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.424
0.8932725857330897,-0.5738760406294584,1.00384579289061,0.9499811086215721,0.16342413346477624,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.047
-0.5294630110816453,1.4595938760650202,2.5270586597095845,-1.2944771228629104,1.1329968267066988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.223
