,pull_requests,size,contributors,age,contributor_xp1,contributor_xp2,contributor_xp3,language_C++,language_Go,language_Java,language_JavaScript,language_Python,language_Swift,language_TypeScript,pr_points1,pr_points2,pr_points3
0,1.0168758356792127,-0.45362213944753127,1.3330717900398898,-0.22504386866993376,0.1912251770209349,0.19012302943169596,0.06536220332523021,0,0,0,0,1,0,0,15717.75,20486.0,15278.5
0,-0.20912071721229777,-0.7074040605990407,0.27947068358356064,2.360452900229322,-0.25193070950748325,-0.2496743275869301,-0.22473234755475438,0,0,1,0,0,0,0,8952.75,12733.2,9681.3
0,-0.545477624367424,-0.18511737331279757,-0.7319863786145154,-1.7241238319320913,-0.6139937501794079,-0.618018671788276,-0.5721647944962279,0,0,1,0,0,0,0,1.5,1.7,1.5
0,0.5610878527950927,2.538026689177572,0.690375115101529,1.438750900608171,-0.06881006945765661,-0.06894493113428705,-0.13212490512190603,0,0,0,0,1,0,0,9459.75,12922.6,9869.1
0,-0.5308534110128532,0.9610186776693883,-0.7214503675499522,-0.798041119384984,-0.6141468793730943,-0.6182363393740313,-0.57424625302057,0,0,0,0,1,0,0,42.0,61.50000000000001,47.9
0,-0.5064797220885687,-0.8538838911948481,-0.7319863786145154,-1.297442392943973,-0.6019621706754772,-0.6060106766407741,-0.5629693577603344,0,0,1,0,0,0,0,192.5,268.5,207.5
0,-0.1433117571167296,-0.748578118602973,0.184646584002491,0.9656339046049185,0.31622235026722695,0.3104714375958128,0.32554801124805854,0,0,1,0,0,0,0,22967.75,32524.7,23676.0
0,-0.4577323442399997,-0.7754452311994783,-0.573946212646066,0.7317038343588658,0.24777360068940962,0.24181908104858468,-0.14564390838990593,0,0,1,0,0,0,0,1179.0,1775.4,1367.4
0,-0.4552949753475713,-0.8503903347581508,-0.4791221130649964,1.5806859994091467,-0.573742647838985,-0.5766037858052303,-0.541655362166275,0,0,1,0,0,0,0,1333.5,1889.7,1410.7
0,-0.5357281487977101,-0.8890689953072992,-0.7846664339373319,-0.26797485534430293,-0.63748814361072,-0.6413091034640953,-0.595975841843483,0,0,1,0,0,0,0,991.25,1376.8,1009.5
0,3.4323084080758077,1.311788379896827,3.8406424234059537,-0.5825100434279468,6.001865560644763,6.005105327298903,6.449639029751689,0,0,0,0,0,0,1,23801.5,33662.8,25339.8
0,1.9796365481884508,2.0946777413776556,0.2162546171961809,-0.2530804313960524,-0.27212188747498894,-0.2709549618876086,-0.2569635232613863,1,0,0,0,0,0,0,454433.0,667866.8,492685.6
0,1.889453899168598,1.1629795116765547,0.29000669464812395,-0.24344286295894912,-0.38640001716323347,-0.3675340696872445,-0.3348331217802692,0,0,1,0,0,0,0,127335.75,177240.2,129063.9
0,0.931567924444217,0.24999676288633257,1.691296166235042,0.16922029466611002,-0.0029207649743120223,0.004626712851011418,-0.0036751659854967326,0,0,0,0,0,1,0,70101.25,108351.0,81447.3
0,3.9417185065933538,0.7959897259930215,1.722904199428732,-0.5912714692798589,0.3398042460949312,0.3468364355893352,0.27946256378628426,0,1,0,0,0,0,0,61542.25,87025.2,65784.3
0,-0.270054939523009,-0.6531707559150735,0.2057186061316176,0.8569922240412086,-0.45749571423191543,-0.4559506430210558,-0.43407957873455083,0,0,1,0,0,0,0,33595.75,47884.4,35985.7
0,-0.5332907799052817,-0.7131434747450435,-0.753058400743642,0.269976691963099,-0.619462649953922,-0.6231701379844853,-0.5790308137224971,0,0,1,0,0,0,0,34.0,42.5,35.7
0,0.617147337320947,0.9905475475509963,1.9336244207199977,0.648470288765701,3.806189803573785,3.808389540683821,3.986170003351555,0,0,0,0,0,0,1,42153.0,65174.00000000001,48751.2
0,-0.5162291976582826,2.4493568996175887,-0.04714565941790143,-1.6382618585833528,-0.5087283673195625,-0.49979615037836933,-0.47805912101146225,0,0,1,0,0,0,0,5371.25,7785.1,5725.400000000001
0,-0.1920591349652986,1.5590822676658989,-0.06821768154702801,-0.3993962431229842,-0.3593180254798401,-0.3634564302474282,-0.39585897120032404,0,0,0,0,0,1,0,13726.25,19370.9,14349.2
0,-0.5016049843037118,0.010771326887728428,-0.6582343011625724,-1.4647856267154935,-0.4865246342350357,-0.48946419564118343,-0.43131012133555213,0,0,1,0,0,0,0,492.75,714.4,545.6999999999999
0,-0.3699870641125755,-0.8835791209067749,-0.647698290098009,-0.11464990293584149,-0.5554546469930101,-0.5591976345309964,-0.5199292657234365,0,0,1,0,0,0,0,2545.75,3611.7,2715.4
0,1.8065833568260308,-0.6589933499762356,-0.02607363728877484,-1.4262353529670804,-0.20872640128882267,-0.2064092671249641,-0.1761498483397846,1,0,0,0,0,0,0,36547.0,53315.4,40146.2
0,2.3354924064830045,-0.6328748566161655,3.703674279566631,0.274357404889055,1.6321927652089812,1.6259382365219033,1.5380395102381843,0,0,0,1,0,0,0,4851.75,6659.6,5206.9
0,-0.1579359704713003,-0.37210582259126146,1.512183978137466,-1.000430056564153,0.4752142045118978,0.4723000320187022,0.4815875529722229,0,0,0,0,0,0,1,6189.0,8697.2,6357.2
0,2.425675055502857,0.7247045387013652,2.955617493982637,0.9866613266495075,0.44209454747744104,0.467982958234555,0.3984793843417408,0,0,0,0,1,0,0,52591.25,73688.5,53811.6
0,-0.11406333040758819,1.4753200931003236,-0.5212661573232495,0.2988893972744089,0.3277945421900984,0.3294810734184442,-0.05132869210067629,0,0,1,0,0,0,0,40617.5,59771.5,44580.1
0,-0.4991676154112834,0.4270868022608208,2.734361261626808,0.008886201576118894,1.342275450362445,1.3517351231597334,1.2949489027795411,0,0,0,0,0,1,0,77.25,100.2,78.5
0,0.6049604928588047,-0.30855636740943476,1.1750316240714405,1.1093212885762767,0.3106659480963207,0.31180646545511226,0.284645255816693,0,1,0,0,0,0,0,37247.0,52822.6,38917.8
0,-0.4577323442399997,0.7459154170670272,-0.7214503675499522,-0.27936470895178867,-0.5921181510813519,-0.5935673463217617,-0.5524747556367643,0,0,0,0,1,0,0,5808.25,8047.099999999999,5821.400000000001
0,-0.03363015695744933,2.883056977259008,-0.7846664339373319,0.37861837252680886,-0.5951151081577857,-0.5879515226092743,-0.5338394155597692,0,0,1,0,0,0,0,26468.0,38151.9,28601.1
0,-0.5430402554749955,-0.7164706713514217,-0.7846664339373319,-1.1791631439431596,-0.6303348227056558,-0.6336907379626592,-0.5879852762332571,0,0,1,0,0,0,0,31.5,41.3,32.7
0,-0.5357281487977101,-0.8923961919136776,-0.7319863786145154,-1.2150849899359992,-0.5484325796825341,-0.5503603305493304,-0.5012240780449534,0,0,1,0,0,0,0,16.0,20.8,16.400000000000002
0,-0.22130756167444002,1.1224708929938982,0.07928647335685808,-0.2224154409143601,-0.29526627132073224,-0.2888037039195449,-0.28803173640324314,0,1,0,0,0,0,0,589697.75,721425.2,487701.3000000001
0,-0.1969338727501555,0.6030955027382361,0.10035849548598468,0.37336151701566156,0.31683486704197256,0.31189353248941426,0.39156796417450423,0,0,0,0,1,0,0,223637.25,272337.4,183219.30000000005
0,-0.18718439718044172,0.23053266273901915,-0.14196975899897105,-0.5027810681755468,-0.49728742899127926,-0.49213425135978206,-0.46791026451525763,0,0,1,0,0,0,0,5350.5,7932.5,6147.099999999999
0,-0.4991676154112834,-0.2436760335850567,-0.7109143564853889,-0.5097902088570765,-0.6171000852513319,-0.619789034819086,-0.5750006071166402,0,0,1,0,0,0,0,4625.5,7166.6,5415.2
0,-0.5235413043355679,-0.40163469247286937,-0.7425223896790788,-1.0267143341198894,-0.623400257791572,-0.6276250679062775,-0.5822228491104982,0,0,1,0,0,0,0,280.5,396.7000000000001,304.9
0,-0.5357281487977101,-0.5397965315527308,-0.753058400743642,-0.24431900554414032,-0.6130968506163876,-0.6176123589615328,-0.5744488110648852,0,0,1,0,0,0,0,608.25,937.7,700.8000000000001
0,-0.3675496952201471,-0.6752134334323301,-0.18411380325722423,-0.10063162157278216,0.3321040352124156,0.3260346699773183,0.3874294937863411,0,0,0,0,1,0,0,918.5,1310.0,983.4
0,-0.4284839175308583,-0.41061812331009095,-0.5107301462586863,-0.09362248089125248,-0.4891715817259005,-0.4922068072217005,-0.4710114980213243,0,0,0,0,1,0,0,904.75,1333.0,1025.1
0,-0.3821739085747178,2.145583849455244,-0.42644205774217997,0.3856275132083385,-0.19807298452806946,-0.1968681712826892,-0.18204847828544513,0,0,0,0,1,0,0,45497.5,72469.20000000001,54648.2
0,0.9632537200457869,1.9783922199847317,2.5973931177874854,-0.23818600744780186,2.8513636541418372,2.854918448041212,2.8853997429414657,0,0,0,0,0,0,1,68987.5,97289.5,71268.5
0,0.3904720303251011,-0.809465816499697,0.8800233142636683,1.4369986154377885,1.675506451423132,1.6642477316148396,1.1756282451576117,0,1,0,0,0,0,0,5835.0,8198.300000000001,6219.5
0,0.9071942355199325,-0.5788079117625171,0.41643882742288346,-0.12341132878775357,0.33912610252289144,0.34183733670315464,-0.05288978599393277,0,0,1,0,0,0,0,10457.0,14885.1,11306.3
0,-0.5235413043355679,-0.7689571978170404,-0.7425223896790788,-1.3158413872329882,-0.5672674705059605,-0.5716699871947764,-0.5213017710926754,0,0,1,0,0,0,0,186.25,270.0,204.3
0,0.18329567446868278,-0.6960915921373543,1.3857518453627065,-1.1774108587727772,0.8209580482566726,0.8158738049610926,0.8624560467459961,0,0,0,0,0,0,1,5056.25,6911.4,5587.299999999999
0,0.1711088300065405,0.11690889863119813,1.259319712587947,0.15958272622900674,0.2543800316170226,0.2528185497154203,0.1757947536578131,0,0,1,0,0,0,0,32497.0,47017.4,34444.6
0,1.050999000173211,0.2528248800017542,0.3532227610355037,1.986340016352676,1.03096379959801,1.0344265722318184,1.1765257868367323,0,1,0,0,0,0,0,40151.75,57292.100000000006,42583.4
0,2.974083056299259,1.3103743213391161,2.976689516111764,2.6057728240828606,0.5806108409663315,0.6424362726312527,0.5655548471010071,0,0,0,0,1,0,0,55695.75,78905.40000000001,58844.7
0,0.78532579089851,-0.525323226314985,-0.3948340245484901,0.3470772394599253,-0.4759587198706747,-0.4757801600833656,-0.4426813108577965,0,0,1,0,0,0,0,23509.5,33716.9,25312.7
0,-0.5381655176901385,-0.041132940171774,-0.7635944118082053,-1.3333642389368123,-0.44316719682268874,-0.4479259646928764,-0.38174975569975056,0,0,1,0,0,0,0,132.5,170.7,124.5
0,1.0948716402369232,1.3943860356501698,0.9116313474573582,0.5231818990833582,0.6334841639863329,0.6379015312613502,0.6254666272773285,0,1,0,0,0,0,0,1344466.5,1901351.4,1372398.8
0,-0.28955389066243664,-0.5245746070785499,0.0582144512277315,2.161568533390918,0.3180817761905616,0.31166135373127535,0.2933273126816498,0,0,0,1,0,0,0,9277.5,14422.1,10840.3
0,-0.30905284180186426,3.1069773088682715,1.438431900685523,-0.19175045043266783,2.6402859984446954,2.633550513328051,2.8178012342213914,1,0,0,0,0,0,0,18141.5,27045.6,20047.0
0,-0.28955389066243664,-0.6723853163169085,-0.247329869644604,0.5792550245355955,0.26621473072907087,0.26001609121772945,0.3578385574159552,0,0,0,1,0,0,0,11531.0,16135.4,11624.6
0,3.5639263282669438,1.458018670747156,2.218096719463207,-0.1365534675656217,0.232307552127084,0.24926331248141667,0.19480727078284327,0,0,0,0,0,0,1,100539.75,140975.4,103547.1
0,0.4343446703888132,-0.8400760252783779,1.6596881330413522,1.3485082143334766,1.1372792112145624,1.1316949607196796,1.0220298771054528,0,1,0,0,0,0,0,3793.75,5327.7,4137.0
0,0.1418604032973991,0.6755452088421249,1.4489679117500862,-1.2124565621804255,0.13266419823543907,0.13249190830987873,0.15845857896849452,0,0,0,1,0,0,0,1323.25,1722.0,1308.7
0,1.2703622004917716,0.46950855899214494,1.6070080777185356,-0.09274633830606129,0.8757782995964011,0.904986914569321,0.9181036308514758,0,0,0,0,0,1,0,97780.25,135620.9,99013.6
0,-0.06775332145144763,-0.8303439752047211,0.5639429823267695,0.9463587677307118,0.1287922171950831,0.12541045618663907,0.11848479663691927,0,0,0,0,0,1,0,5109.75,7264.2,5443.5
0,-0.13112491265458734,1.6499979149351875,3.998682589374403,0.1350507338436529,4.940548994803479,4.929239751186078,5.192609207672747,0,0,0,1,0,0,0,3557.75,5274.6,3987.5
