pull_requests,size,contributors,age,contributor_xp,language_C,language_C#,language_C++,language_CSS,language_CoffeeScript,language_Dart,language_Dockerfile,language_Elixir,language_Emacs Lisp,language_Go,language_Groovy,language_HTML,language_Java,language_JavaScript,language_Jupyter Notebook,language_Kotlin,language_Lua,language_MATLAB,language_MDX,language_Makefile,language_Nunjucks,language_Objective-C,language_PHP,language_Perl,language_PlantUML,language_PowerShell,language_Pug,language_Python,language_Reason,language_Ruby,language_Rust,language_SCSS,language_Shell,language_Swift,language_TeX,language_TypeScript,language_Vim Script,language_Vim Snippet,language_Vim script,language_Visual Basic .NET,language_Vue,pr_points
-0.5313525402096392,0.41169019271142987,-0.8325460395456944,0.12499425449060589,-1.0661206404473829,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0623
3.2011627230179864,-0.4994817066338721,2.943061291518692,0.0036874471065907258,0.4767097549714638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12.263
-0.3274671742896878,0.1897903901832386,0.7972125206259832,-0.28326589725697615,-0.8477125804451173,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.95
5.970773832346436,2.9836121907080373,1.4853328015873584,-0.5760754323218403,1.4020974594360387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,46.352
1.1542343958612462,-0.12223538319161295,0.6251824503856395,-0.2690437198395399,0.5445094134081861,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.427
-0.27296316557841366,-0.6670726986333919,0.6795077357246954,-1.1466357263625184,0.5186316811804296,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.838
2.728794647520277,1.2837131028719533,3.024549219527276,-0.7266631932123419,2.2705541529995488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32.109
-0.3032431704180104,-0.3676245792306713,-0.45226904217230296,-0.25314834507887585,0.1532381021245067,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.146
-0.1256004753590428,2.726478297913545,0.06382116854872828,-1.1324135489450822,-0.013414493422245632,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4474
-0.5111658703165747,2.7119015466213403,-0.7963291826529905,-1.1976682453309662,-0.9367319793086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.497
0.28418892347016644,-0.6191776586732906,0.9782968050895029,1.3807288605830663,0.21379199553745706,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.839
0.07626622357160215,0.23951793602007426,0.7157245926173993,1.2167555209467422,-0.5257935915318256,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.792
0.3831036059461825,0.7655304183644916,0.6523450930551674,-0.9098783022957855,-0.13503983489270144,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.312
-0.48896053343420376,-0.8818090690979854,-0.6242991124126467,-1.2637595403884643,-0.7385085504439847,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.261
3.2253867268896634,1.3436860224741671,2.97022393418822,0.5959993066092303,0.5295003287160873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.265
0.142882234218715,-0.8326645933128379,1.0597847330980867,1.0653311613846268,1.0372214350246711,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.988
-0.5596138780599295,0.25900913489079375,-0.8325460395456944,-1.2788183164775144,-0.8570285640471097,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86
-0.22047782385644596,0.6821514009730805,-0.5337569701808869,-0.07746262403995735,-0.594110804613103,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.099
0.0035942119565699642,0.6776534320029144,1.0054594477590308,-1.3281776381027344,2.6783872129089925,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.01
-0.3335231752576071,-0.5262196332898591,-0.17158840125384736,1.4794475038335062,-0.5345920204892629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.608
-0.44858719364807476,-0.8734794969310112,-0.4975401132881829,1.185801370097028,0.33645244629702326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.424
0.26400225357710194,-0.6202605030549972,0.5980198077161115,0.9214361898670365,-0.0061687283984736725,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.047
-0.43647519171223603,1.2220742688363446,1.7660134425058138,-1.3089358686556147,0.7753387848797745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.223
0.13682623325079565,-0.5129756135443702,1.4310075162483025,-0.6312909446483576,-0.09518812726195634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.557
1.8526931741612778,0.9771848471273047,3.232796146660324,-0.36274277106029645,1.2049091398605336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.51
-0.2648884976211878,-0.7087205594682626,0.3082849525744799,1.1807817780673446,0.20861644909190585,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.525
-0.5333712071989456,-0.9101296144656975,-0.8234918253225184,-1.4419550574422244,-0.8176944110609197,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.151
1.1380850599467947,1.351182637424444,1.675471300274054,2.2541378737479754,0.9559653558295155,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.985
0.5506529660586178,-0.04576991069879028,2.436025295020837,0.3642614745721806,-0.7612809548044104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.963
0.25794625260918264,-0.030526793633227592,1.2318148033384306,-1.4143473012789658,-0.6293045204428519,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.116
