,pull_requests,size,contributors,age,contributor_xp1,contributor_xp2,contributor_xp3,language_Swift,pr_points1,pr_points2,pr_points3
0,-0.23114305430692733,-0.630040476503077,-0.15255117722128314,0.8254370360237163,-0.4754270940407299,-0.48405333412073637,-0.5270912885434417,1,2.807,2.568,3.0
0,-0.27371154955599986,-0.466075579194114,-0.036659001095655355,0.7327948942687338,0.03809832095201788,0.01659704437100273,0.005265866077449078,1,2.431,2.371,2.299
0,0.24562409248268469,0.17990167493288825,0.7166401437209252,1.5322622657098794,0.5008424835350993,0.4771400720995919,0.44920705970361136,1,6.372,4.811,6.748
0,-0.15451976285859684,1.555417466444563,0.05026013099856549,0.2695841854938211,0.26280536286478984,0.24756006428293775,0.3338009632473342,1,3.955,4.07,4.568
0,-0.39290333625340285,0.24358133726151188,0.16615230712419327,-1.162365956200477,0.10792254301530858,0.08298162494449308,0.037840167496559655,1,1.653,1.685,1.424
0,-0.2992526467054433,-0.5296382908113904,0.25307143921841413,-0.138727476315176,-0.45828842135246767,-0.47160622526320695,-0.2962790956308877,1,2.156,2.11,1.991
0,-0.35884854005414485,-0.5303399950794743,-0.3263894414097248,0.9855592563409701,-0.5274778777606376,-0.5324587574555731,-0.590378502729142,1,1.761,1.721,1.829
0,-0.4014170353032173,0.05184064600755694,-0.5292007496295734,-1.4597357939325195,-0.8886595355243873,-0.8948079264192076,-0.9189135998990274,1,1.623,1.655,1.539
0,-0.37587593815377385,-0.4126291041083821,-0.4422816175353526,-1.4345737307398083,-0.4379759203886013,-0.42389230797601085,-0.32792270272373786,1,2.06,2.042,2.018
0,0.007240519087878678,0.8612565192424592,0.311017527281228,0.7888376713797726,0.21265887611024478,0.23926199171125145,0.12346404551250678,1,3.934,3.688,4.092
0,-0.3673622391039593,-0.6313854096835714,-0.35536248544113175,-1.1349164327175192,-0.30404036715810706,-0.31670887059172964,-0.2869721523682847,1,1.411,1.384,1.425
0,-0.22262935525711283,1.3294102167658393,-0.21049726528409704,-1.3419315889848258,0.29073505169010616,0.2814438606173234,0.30867221643830645,1,4.871,5.392,4.89
0,-0.15451976285859684,0.11575420975887525,0.16615230712419327,-0.9816565932710047,1.4669558106289953,1.4279608876053118,1.6125749675289844,1,2.353,2.448,2.022
0,0.03278161623732218,-0.12896515373542225,0.5428018795324836,0.7042016406406527,1.6764284768188678,1.7688733690920904,1.5930303866775182,1,2.642,2.618,2.586
0,-0.3503348410043303,-0.5574725601120559,-0.4422816175353526,-1.2904637324542798,-0.5465208474142624,-0.5504379146942268,-0.47311101762034435,1,2.128,2.598,2.147
0,1.0033433079161753,1.1718191332253058,1.5278853766003198,0.48918037335748343,0.559875689461336,0.5538972433876899,0.6232468987142874,1,12.745,12.815,11.323
0,-0.26519785050618533,-0.598054456949581,-0.21049726528409704,1.5951674236916578,0.5954225661481023,0.5649613401499383,0.7265539689291803,1,2.811,2.522,2.997
0,0.8415830259696998,-0.5615073596535389,0.6007479675952975,0.5429356901782758,2.396887495381005,2.3393658583955226,2.074199353354093,1,3.695,2.415,4.634
0,0.2626514905823137,-0.3587733015329346,0.7456131877523322,0.5578041820648779,1.3584108836033346,1.3415226316502464,1.4143370760355407,1,4.675,3.976,5.557
0,0.7990145307206272,-0.35204863563046285,0.22409839518700717,1.5448432973062352,0.09713152687825462,0.08920517937325773,0.2295631987061811,1,3.332,2.981,3.892
0,-0.29073894765562885,0.34310639261809356,-0.3263894414097248,0.4697369608903883,-0.5128782676928586,-0.5068730336928737,-0.5568735069837712,1,2.811,2.659,2.811
0,-0.018300578061564824,-0.4711044597820494,-0.007685957064248408,1.7541459138637883,-0.40560287197743905,-0.4162857414519651,-0.16784327860696638,1,3.212,2.747,3.251
0,-0.40993073435303184,-0.496833616278463,-0.47125466156675955,0.32105204202436693,-0.36497787004970633,-0.3464436306402722,-0.11758578498891044,1,1.901,1.827,1.972
0,-0.40993073435303184,0.05347795596641962,-0.5581737936609804,-1.1452100040236282,-0.8689818002156416,-0.8761372631329134,-0.9617255389070012,1,2.058,2.033,2.203
0,-0.26519785050618533,0.2807716634699643,-0.4422816175353526,-0.19019533284572185,-0.507800142451892,-0.5103305639310763,-0.46380407435774135,1,1.442,1.421,1.444
0,-0.35884854005414485,-0.25778636228451124,-0.15255117722128314,-0.06781620731753504,-0.5211302212094294,-0.5061815276452332,-0.5233685112384006,1,1.146,1.14,1.133
0,-0.39290333625340285,1.4571203935571284,-0.4422816175353526,0.4411437072623073,-0.1599485634456798,-0.17909916711126547,-0.25905132258047575,1,2.289,2.231,2.466
0,-0.035327976161193826,-0.5758922971492612,0.16615230712419327,-1.0434180211076598,1.2638308009903316,1.2578503998857433,0.8912868646772532,1,5.054,4.846,4.477
0,-0.15451976285859684,-0.4694671498231867,0.021287086967158537,-0.6099442961059514,0.5630495177369403,0.5414501345301606,0.5050487192792293,1,3.003,2.917,3.076
0,-0.39290333625340285,-0.47385280149871173,-0.4133085735039457,-1.2287023046176249,-0.4265501385964264,-0.4328818865953377,-0.2730117374743801,1,1.34,1.299,1.428
0,-0.10343756855970983,-0.523381427754308,0.16615230712419327,3.1460655004787728,0.41705341705915056,0.3879357919539643,-0.0217242693840995,1,3.781,3.962,4.035
0,-0.08641017046008083,-0.5646065535042434,0.07923317502997243,1.075913937805706,-0.8283567982879089,-0.83188087608392,-0.761626258761037,1,2.347,2.263,2.136
0,-0.34182114195451585,-0.16106812400026557,0.25307143921841413,1.7701581358955136,1.3349245543638641,1.2903511841248478,0.6465142568707948,1,1.555,1.448,1.603
0,-0.09492386950989533,-0.10966828636311204,-0.15255117722128314,0.6367215620783815,0.8271120302672037,0.8595429164448015,0.946197829926611,1,5.061,4.133,5.101
0,-0.23114305430692733,-0.6084045949038202,-0.23947030931550398,0.9306602093750546,-0.5687376453434912,-0.5718746021710829,-0.7225370970581044,1,3.299,3.345,3.384
0,-0.3162800448050723,-0.6054808271201367,-0.3263894414097248,0.46744950060014184,-0.8105833599445257,-0.8173592490834689,-0.7551113984772148,1,2.044,1.996,1.942
0,-0.2822252486058143,-0.49057675322138056,-0.35536248544113175,0.38738839044151496,-0.460827483972951,-0.4114451991184814,-0.20507105165737835,1,3.303,2.923,3.582
0,-0.3333074429047013,0.7210326163370051,-0.036659001095655355,-0.34345517229223615,-0.20184309668365416,-0.18255669734946803,-0.2609127112329963,1,2.528,2.308,2.622
0,-0.4014170353032173,-0.36117079111555495,-0.4422816175353526,0.09802466372533493,-0.3630735730843438,-0.3789444148793768,-0.22740771548762553,1,1.138,1.204,1.149
0,1.0969939974641347,-0.298251308410689,0.25307143921841413,0.6264279907722724,0.041906914882742695,0.01867156251392438,-0.1510907807342812,1,3.326,3.125,3.699
0,-0.34182114195451585,-0.11428783946133175,-0.4133085735039457,-1.4105553976922203,-0.8105833599445257,-0.8194337672263905,-0.92728984883537,1,3.323,3.18,3.771
0,-0.3843896372035883,-0.41865206574276986,-0.5002277055981665,-0.44295969491795817,-0.7039427298842271,-0.7150163540326714,-0.780240145286243,1,1.621,1.531,1.428
0,1.0544255022150624,-0.39953062443748066,2.1942653893226796,1.4945191709208125,0.39801044740552566,0.4446392878604872,1.2589111235500712,1,8.452,7.054,7.293
0,-0.052355374260822825,-0.37508792576588773,0.36896361534404193,1.4807944091793335,0.6074831135953981,0.5780999550551084,0.30122666182822405,1,3.49,3.326,2.837
0,-0.035327976161193826,-0.6172928489662175,-0.2974163973783179,1.2760667132022734,-0.6042845220302575,-0.6043753864101876,-0.7039232105328984,1,5.187,5.052,5.195
0,-0.37587593815377385,-0.6303328532814454,-0.4422816175353526,-0.560763899865652,-0.086315747451664,-0.09888446558496462,-0.08128870626475866,1,1.559,1.452,1.708
0,-0.37587593815377385,-0.6089308731048831,-0.38433552947253874,-0.9805128631258815,0.0158815230227889,8.992276301425798e-07,-0.3176850651348745,1,3.079,3.276,3.245
0,0.06683641243658019,-0.5121541594649638,0.7166401437209252,0.2672967252035746,0.16695574894154533,0.16457933856607512,0.31984054835343007,1,2.653,2.389,2.225
0,-0.3162800448050723,0.33971482198902087,-0.09460508915846925,0.6184218797564097,0.5611452207715778,0.5338435680061148,0.3114642994170875,1,2.938,2.767,3.112
0,-0.24817045240655633,-0.5408070837450608,0.021287086967158537,-0.7872224686000537,-0.32244857115661096,-0.3326135096874618,-0.18180369350087097,1,5.299,5.683,5.497
0,-0.12897866570915334,-0.4128630055310768,0.07923317502997243,0.4914678336477299,0.03175066440080948,0.031118671371453976,-0.17715022186956939,1,4.655,4.326,4.498
0,-0.34182114195451585,-0.5136160433568054,-0.4422816175353526,-0.1410149366054225,-0.33641341556926924,-0.3471351366879127,-0.4461208821587958,1,2.41,2.403,2.327
0,-0.29073894765562885,-0.6172343736105439,-0.12357813318987619,0.32677069274998316,-0.2246946602680039,-0.22888760254138324,-0.3176850651348745,1,2.967,2.948,2.661
0,-0.23114305430692733,0.6721472189938192,-0.0656320451270623,-0.21535739603843315,-0.18851301792611688,-0.1963868183022785,-0.35491283818528646,1,2.262,2.15,2.045
0,1.9143091062463269,-0.5556598240861722,0.6876670996895183,1.5459870274513583,0.23868426797019857,0.2869759089984476,0.9666731051043373,1,12.424,11.577,11.392
0,-0.26519785050618533,0.42386085880342805,-0.09460508915846925,0.11289315561193707,0.5827272530456857,0.5594292917688141,0.6986331391413716,1,3.647,3.999,4.017
0,-0.11195126760952433,-0.47332652329764874,0.19512535115560023,0.5360733093075363,-0.09774152924383872,-0.09750145348968342,-0.24602160201283152,1,7.463,7.104,7.492
0,-0.3162800448050723,-0.6162987679197652,-0.23947030931550398,-0.42351628245086304,0.13013934094453755,0.10510981846898987,-0.12596203392525301,1,2.147,1.939,2.108
0,-0.26519785050618533,-0.6071766124346731,-0.3263894414097248,0.2970337089767789,0.023498710884238813,0.008298971799316436,-0.09338773250614245,1,2.032,2.062,1.909
0,3.4552886342627516,0.39935968477616146,5.671030673091513,1.2634856816059177,8.0082158866491,7.975831652713432,7.2553746676451745,1,12.789,15.212,12.034
0,-0.4014170353032173,0.13277053825991242,-0.4422816175353526,-0.1524522380566549,-0.8550169558029835,-0.8629986482277435,-0.8844779098273963,1,1.655,1.722,1.491
0,-0.39290333625340285,-0.4195876714335485,-0.23947030931550398,-0.6042256453803352,-0.06663801214291833,-0.0076056672964153966,-0.0310312126467027,1,1.798,1.641,1.622
0,-0.16303346190841134,-0.5935518545627086,0.07923317502997243,-0.5584764395754055,1.5075808125567283,1.4639192020826195,0.9731879653881595,1,2.774,2.405,3.329
0,-0.34182114195451585,-0.5777050331751448,-0.26844335334691094,0.26615299505845136,0.17520770245811598,0.2759118122361992,0.721900497297879,1,2.313,2.208,2.383
0,-0.32479374385488685,-0.5505724681425632,-0.21049726528409704,-1.2550080979554594,-0.001891915320594224,-0.017978258011023342,-0.004041077185154123,1,3.787,4.002,3.887
0,-0.22262935525711283,1.1618198474051087,-0.26844335334691094,0.25471569360721896,-0.20247786233877493,-0.21782350577913484,-0.08501148356979986,1,2.977,2.642,3.052
0,-0.052355374260822825,0.06224925931746971,-0.12357813318987619,1.4384763938097735,-0.39354232453014343,-0.3817104390699389,-0.10176398144248545,1,4.17,3.909,4.933
0,-0.3333074429047013,-0.6062410067438945,-0.38433552947253874,0.4548684690037862,-0.5236692838299127,-0.5269267090744489,-0.39400199988821905,1,2.091,2.148,1.89
0,0.11791860673546718,0.38550102548150234,0.6297210116267045,0.6824707678833112,1.1533815769993079,1.2073704584079847,1.0159999043961332,1,2.668,2.59,2.659
0,0.03278161623732218,-0.4512228388530025,-0.007685957064248408,0.9832717960507236,0.09078387032704621,0.12862102408876785,0.12439473983876739,1,5.23,4.292,5.6
0,-0.20560195715748383,0.6861228289998257,-0.26844335334691094,-0.0803972389138907,-0.0025266809757149796,0.03872523789549952,0.00991933770875047,1,2.239,2.514,2.193
0,-0.34182114195451585,-0.6236666627346473,-0.35536248544113175,0.3576514066683107,-0.2805540379186366,-0.24894127792295836,-0.09804120413744426,1,2.973,2.852,2.935
0,-0.3673622391039593,0.43836274701049754,-0.4422816175353526,-0.7780726274390678,-0.6322142108555738,-0.6424082190304164,-0.780240145286243,1,3.138,3.52,3.065
0,-0.23114305430692733,-0.46601710383844036,-0.007685957064248408,0.4182691043598425,0.06031511888124657,0.03872523789549952,-0.01893218640531891,1,3.3,2.813,3.493
0,-0.18857455905785483,-0.6006273725992224,0.10820621906137938,1.8879623408432074,0.5827272530456857,0.5518227252447683,0.45851400296621453,1,3.782,3.442,4.129
0,0.2711651896321282,-0.5989900626403597,0.4269097034068558,1.1433940163679774,1.1013307932794,1.0752928033086449,0.591603291621437,1,8.948,9.285,9.205
0,-0.09492386950989533,-0.6205674688839429,0.28204448324982107,0.11174942546681382,0.8474245312310701,0.8173610475387296,0.6567518944596582,1,4.18,3.982,4.498
