,pull_requests,size,contributors,age,contributor_xp1,contributor_xp2,contributor_xp3,language_Swift,pr_points1,pr_points2,pr_points3
0,-0.23114305430692733,-0.2869655647656712,-0.38433552947253874,-0.3594673943239616,-0.3852903710135728,-0.40176411445151405,-0.3158236764823539,1,4.836,5.074,4.589
0,-0.3843896372035883,-0.34643500148579076,-0.5002277055981665,2.260818368153384,-0.9375364909686907,-0.9432133497540444,-1.0026760892624542,1,2.5,2.8,2.6
0,-0.19708825810766933,-0.6192810110591223,-0.3263894414097248,0.14949252025588078,-0.13646223420620932,-0.13968332239575565,0.02201836395013426,1,2.842,2.642,3.253
0,-0.4014170353032173,0.05020333604869425,-0.4422816175353526,-0.3022808870677995,-0.39227279321990194,-0.3803274269746579,-0.431229772938631,1,2.192,2.288,2.132
0,0.7905008316708128,-0.5305154211464953,0.05026013099856549,-0.002623589045510299,0.4646608411932123,0.4411817576222846,0.2649295831040723,1,9.548,9.292,9.187
0,-0.25668415145637086,-0.42654623875871495,-0.21049726528409704,0.3004648994121486,-0.6099974129263449,-0.6168224952677169,-0.6518043282623216,1,2.864,2.52,2.679
0,-0.3673622391039593,0.3370249556280322,-0.38433552947253874,-0.10098438152610904,-0.30150130453762375,-0.31670887059172964,-0.4442594935062752,1,1.593,1.537,1.636
0,-0.10343756855970983,-0.6131410987133872,0.36896361534404193,1.5082439326622914,1.0315065712161091,1.0268873799738083,1.0439207341839423,1,4.764,4.34,5.301
0,-0.3673622391039593,-0.18720660798639482,-0.4422816175353526,-0.5527577888497893,-0.72933335608906,-0.7385275596524492,-0.8500422197557653,1,2.331,2.223,2.305
0,0.8926652202685867,0.6020352675410922,1.5858314646631337,1.0187274305495442,1.8395632501849202,1.8470135524754694,2.0723379647015716,1,8.345,5.985,9.156
0,-0.39290333625340285,-0.18130059706335444,-0.26844335334691094,0.1700796628680991,-0.3122923206746777,-0.17218410663486008,0.17465223345682335,1,1.952,2.101,1.854
0,-0.3333074429047013,0.3767881974861259,-0.38433552947253874,0.009957442550845354,-0.17518293916857963,-0.17633314292070337,-0.09711050981118365,1,1.923,1.969,1.934
0,-0.27371154955599986,1.5300391620821916,-0.4133085735039457,-0.5859259630583633,-0.05457746469562284,-0.07675627206046784,-0.1268927282515132,1,3.194,3.127,3.171
0,-0.30776634575525785,-0.5702786630045891,-0.15255117722128314,-0.01406089049674271,0.4049928696118548,0.37825470728699684,0.3961574831067744,1,2.195,2.078,1.867
0,-0.37587593815377385,-0.1252812063279812,-0.47125466156675955,-1.2710203199871848,-0.6074583503058616,-0.587779241266815,-0.468457545989043,1,1.405,1.309,1.45
0,0.8756378221689578,-0.6122054930226085,0.6007479675952975,-0.04265414412482374,2.1677370938823866,2.266066217345627,2.2882590483939613,1,12.207,11.413,12.63
0,-0.18006086000804034,-0.3904669443080622,-0.007685957064248408,-0.2416631893762677,0.6773073356586887,0.8381062289679452,1.377109302985129,1,3.769,3.735,3.851
0,0.8245556278700708,-0.5921484460265406,-0.21049726528409704,-1.0868797666223429,-0.16756575130712972,-0.18532272154003013,-0.2674275715168185,1,6.407,6.426,6.852
0,-0.19708825810766933,-0.47794607639586845,-0.15255117722128314,0.5326421188721666,0.011438163436943049,0.004149935513473443,0.16813737317300115,1,1.689,1.591,1.524
0,-0.08641017046008083,-0.4912784574894646,-0.26844335334691094,0.1723671231583456,-0.16058332910080056,-0.0871288627750758,0.16906806749926176,1,4.917,4.988,4.29
0,-0.06938277236045183,-0.6167080954094809,-0.12357813318987619,-0.2416631893762677,0.18345965597468666,0.16665385670899646,-0.16412050130192518,1,5.134,3.924,4.67
0,-0.37587593815377385,-0.4207571785470219,-0.4422816175353526,-1.3156257956469912,-0.4951048293494755,-0.49650044297826584,-0.48800212684050914,1,1.971,1.953,1.664
0,0.08386381053620919,-0.16282238467047558,0.45588274743826274,-0.5287394558022013,0.31549091223981846,0.32155121138047393,0.09088974409339662,1,3.232,2.917,3.193
0,-0.37587593815377385,-0.3617555446722916,-0.26844335334691094,-0.45096580593382085,-0.48050521928169654,-0.42665833216657295,-0.3102395105247921,1,1.81,1.937,1.813
0,-0.14600606380878234,-0.14644928508184873,0.10820621906137938,1.5905925031111647,0.4208620109898754,0.41767055200250663,0.20164236891837192,1,2.312,2.261,2.508
0,0.2371103934328702,-0.5926747242276036,0.36896361534404193,1.2749229830571502,0.37261982120069265,0.34921145328609493,0.33007818594229305,1,6.84,5.975,8.011
0,-0.26519785050618533,-0.5879382204180366,-0.036659001095655355,0.47888680205137424,1.094348371073071,1.0690692488798799,1.0020394895022289,1,2.39,2.318,2.662
0,-0.3843896372035883,-0.600334995820854,-0.4422816175353526,0.8265807661688396,-0.41702865376961396,-0.4197432716901677,-0.4042396374770822,1,1.876,2.063,1.812
0,0.3052199858313862,-0.5523852041684468,0.9484244959721808,0.9100730667628362,1.6345339435808934,1.674828546612979,1.8480406320728402,1,4.662,4.127,5.019
0,0.1775145000841687,-0.6074105138573678,0.39793665937544886,2.2242190035094405,0.7522096829629463,0.7164011645832129,0.681880641268686,1,3.348,2.584,3.188
0,-0.30776634575525785,-0.41935377001085383,-0.3263894414097248,0.8586052102322903,-0.3744993548765188,-0.3913915237369063,-0.468457545989043,1,2.195,2.147,2.231
0,0.1434597038849107,1.3222762233736518,0.8035592758151461,0.019107283711831284,1.0061159450112762,0.9888545473535794,0.668850920701042,1,5.258,4.374,5.81
0,1.0118570069659898,0.12896964014112405,1.3830201564432851,1.3138098079913403,2.781555482384225,2.9893815431776147,4.405588640636141,1,5.286,4.834,4.398
0,-0.15451976285859684,-0.6284031665442144,-0.23947030931550398,-0.41779763172524687,-0.565563817067887,-0.5255436969791678,-0.5019625417344136,1,4.659,4.552,4.782
0,-0.3333074429047013,-0.07013894592771297,-0.23947030931550398,0.3748073588451593,0.4995729522248578,0.6790598380106248,1.2105150185845355,1,2.729,2.712,2.772
0,-0.39290333625340285,0.5216316534897997,-0.26844335334691094,-1.1383476231528888,-0.6563353057501651,-0.6354931585540112,-0.6350518303896362,1,1.234,1.207,1.186
0,-0.40993073435303184,-0.35017742424890547,-0.38433552947253874,-1.779980234567027,-0.40877670025304325,-0.412136705166122,-0.2692889601693389,1,1.925,1.913,1.843
0,-0.25668415145637086,2.002344609858402,-0.47125466156675955,-0.28169374445558115,-0.42718490425154715,-0.4425629712623049,-0.44053671620123397,1,1.712,1.683,1.741
0,-0.25668415145637086,-0.007921167490931006,-0.18152422125269008,-0.015204620641865951,-0.030456369801031318,0.01936306856156483,0.05459266536924484,1,4.332,4.099,4.646
0,-0.16303346190841134,-0.5116863566195745,-0.036659001095655355,0.22726617012426117,0.2672487224506357,0.2524006066164215,-0.04313023888808649,1,4.585,4.204,5.29
0,0.8586104240693287,0.5557812612032214,-0.007685957064248408,1.0587579856288576,0.24312762755604442,0.23511295542540847,0.2639988887778121,1,14.392,13.045,16.398
0,2.7571653121779622,-0.073472041201112,1.0353436280664017,1.1582625082545794,0.8156862484750287,0.8049139386812001,0.9015245022661166,1,15.681,12.511,17.935
0,-0.19708825810766933,-0.29357327995679555,-0.38433552947253874,-0.6076568358157048,-0.16947004827249199,-0.14383235868159863,-0.1594670296706238,1,3.093,3.018,3.279
0,-0.4014170353032173,-0.5570047572666665,-0.5292007496295734,-0.2725439032945952,-0.7407591378812348,-0.748900150367057,-0.7690718133711193,1,2.081,2.171,2.039
0,-0.23114305430692733,0.10376676184577346,-0.0656320451270623,1.5757240112245625,-0.017761056698614802,0.021437586704486478,0.16813737317300115,1,2.41,2.316,2.232
0,-0.18006086000804034,-0.6072935631460205,-0.23947030931550398,-0.1993451740067078,-0.20755598757974153,-0.20261037273104315,0.2267711157274001,1,2.983,2.987,2.544
0,-0.32479374385488685,-0.4974768451908733,-0.4133085735039457,0.04884426748503556,-0.4576536556973468,-0.46884020107264485,-0.400516860172041,1,3.416,2.911,3.225
0,0.3477884810804587,-0.6130826233577135,0.4269097034068558,0.8025624331212515,-0.086315747451664,-0.09957597163260508,-0.2702196544955993,1,7.802,7.269,8.357
0,-0.3162800448050723,-0.5958908687896554,-0.2974163973783179,0.7808315603639099,-0.2310423168192123,-0.24617525373239627,-0.39400199988821905,1,2.118,1.984,2.093
0,-0.3503348410043303,-0.4261369112689993,-0.5292007496295734,-1.091454687202836,-0.6487181178887151,-0.6610788823167105,-0.6341211360633761,1,2.641,2.44,2.415
0,-0.40993073435303184,-0.6186377821467118,-0.5292007496295734,-1.6210017443948965,-0.8854857072487831,-0.8775202752281944,-0.8286362502517785,1,1.931,1.914,1.828
0,-0.25668415145637086,-0.48367666125188785,-0.35536248544113175,-0.9713630219648955,-0.8036009377381965,-0.8118272007023447,-0.8519036084082858,1,3.185,2.805,2.482
0,-0.40993073435303184,-0.4778291256845211,-0.5002277055981665,-1.7262249177462348,-0.7629759358104639,-0.7703368378439134,-0.8537649970608064,1,1.442,1.64,1.463
0,0.5436035592261922,0.23440070642074612,0.021287086967158537,0.8277244963139628,1.9201784883852648,1.8643012036664826,2.0332488029986395,1,9.078,8.501,9.378
0,0.03278161623732218,-0.32971104976312193,-0.21049726528409704,1.6329105184807247,-0.5668333483781287,-0.5780981565998478,-0.7579034814559957,1,2.057,1.927,2.102
0,-0.23965675335674183,-0.37614048216801377,-0.38433552947253874,0.07858125125823982,-0.013952462767889987,-0.03664892129731758,0.08065210650453322,1,4.148,4.09,4.536
0,-0.19708825810766933,-0.48993352430897025,0.07923317502997243,0.6515900539649837,-0.24119856730114553,-0.22819609649374248,-0.19483341406851518,1,3.26,2.694,3.524
0,-0.3162800448050723,-0.605597777831484,-0.3263894414097248,-0.684286755538962,-0.20311262799389596,-0.21920651787441575,-0.4061010261296028,1,2.671,2.597,2.728
0,-0.25668415145637086,-0.3500019981818845,-0.0656320451270623,2.0114851965165172,0.13775652880598746,0.13415307246989205,0.08158280083079342,1,4.465,5.08,4.556
0,-0.22262935525711283,-0.3274889862475226,-0.15255117722128314,0.3084710104280113,0.24947528410725256,0.22474036471080053,0.1048501589873008,1,4.106,4.578,4.063
0,-0.3843896372035883,-0.4796418617104048,-0.5581737936609804,-1.0925984173479593,-0.8829466446282997,-0.8802862994187566,-0.8984383247213008,1,2.408,2.251,2.328
0,-0.35884854005414485,0.3443343750872406,-0.4133085735039457,-0.2794062841653347,-0.5274778777606376,-0.5317672514079325,-0.6853093240076924,1,2.775,2.85,2.833
0,-0.21411565620729833,-0.5920314953151933,-0.036659001095655355,0.3885321205866382,0.013342460402305597,-0.0020736189152912006,-0.025447046689140697,1,2.018,1.928,1.821
0,-0.06938277236045183,-0.6233158106006053,-0.09460508915846925,0.001951331534982666,0.8353639837837743,0.8028394205382784,0.5357616320458191,1,4.805,4.235,4.454
0,0.8841515212187723,0.7269971026157191,1.1512358041920294,-0.755198024536603,1.948742942865702,1.9590375321932347,2.0462785235662837,1,6.683,5.769,7.457
0,-0.4014170353032173,-0.49993281012916735,-0.47125466156675955,-0.4635468375301765,-0.45194076480125944,-0.45570158616747497,-0.45077435379009717,1,2.213,2.355,2.337
0,-0.0012731799619358222,0.014650319799104559,0.45588274743826274,0.5806787849673427,1.2346315808547734,1.212902506789109,1.0513662887940247,1,6.306,6.47,5.948
0,-0.3333074429047013,-0.533556139641526,-0.26844335334691094,0.16207355185223643,-0.001891915320594224,-0.019361270106304236,-0.144575920450459,1,1.833,1.94,1.95
0,-0.4014170353032173,-0.17118436053181,-0.47125466156675955,-0.6705619937974832,-0.8391478144249628,-0.8443279849414494,-0.908675962310164,1,1.712,2.054,1.769
0,-0.09492386950989533,-0.526188244826644,0.19512535115560023,-0.5001462021741202,0.3237428657563891,0.29804000576069595,-0.07942731761223827,1,2.773,2.591,2.718
0,0.04129531528713668,-0.6126732958679978,0.45588274743826274,1.0221586209849138,1.4828249520070163,1.5054095649410506,1.842456466115278,1,5.953,5.91,6.64
0,1.0033433079161753,-0.5513326477663208,0.4269097034068558,1.3824336166987348,0.6601686629704266,0.6500165840097228,0.2751672206929357,1,5.499,4.716,6.441
0,-0.3162800448050723,-0.627935363698825,-0.35536248544113175,-1.6438763472973614,-0.12059309282818846,-0.13968332239575565,-0.4423981048537546,1,2.551,2.28,2.935
0,-0.3843896372035883,-0.05394127240610714,-0.35536248544113175,-1.2492894472298433,-0.39227279321990194,-0.2703779653998144,0.006196560403709274,1,1.552,1.495,1.338
0,-0.3843896372035883,-0.16562920174281162,-0.4133085735039457,-1.5500904753972558,-0.7782103115333636,-0.7841669587967237,-0.862141245997149,1,1.951,2.088,2.108
0,0.4158980734789747,-0.3560249598162722,-0.5002277055981665,0.06485648951676093,-0.7928099216011426,-0.8014546099877369,-0.8714481892597521,1,7.659,6.902,7.107
0,-0.34182114195451585,-0.5712142686953677,-0.4133085735039457,-0.6373938195889092,-0.41448959114913064,-0.39070001768926566,-0.1799423048483504,1,2.549,2.416,2.456
0,0.02426791718750768,-0.5816228820052806,0.28204448324982107,-0.21764485632867964,-0.017126291043494047,-0.030425366868552628,0.14114723771145257,1,3.106,3.267,3.355
0,-0.27371154955599986,-0.6136673769144502,-0.23947030931550398,-0.04722906470531671,-0.42972396687203046,-0.4204347777378083,-0.52150712258588,1,3.296,3.471,3.152
0,0.1519734029347252,-0.6222632541984793,0.311017527281228,-0.35031755316297564,0.5287721723604156,0.5386841103395985,0.2323552816849617,1,4.04,3.505,3.461
0,-0.052355374260822825,-0.05440907525149648,-0.38433552947253874,0.18494815475470125,-0.6226927260287614,-0.6327271343634491,-0.7364975119520087,1,4.257,3.931,3.869
0,2.4251310492351967,0.42497189056122775,2.657834093825191,-0.4086477905642609,0.16759051459666607,0.3319238020950819,1.0513662887940247,1,11.058,8.11,9.899
0,-0.19708825810766933,-0.4007586069066277,-0.5581737936609804,0.1666484724327294,-0.8727903941463666,-0.8802862994187566,-0.9701017878433438,1,5.304,4.234,5.651
0,-0.21411565620729833,-0.6018553550683694,-0.23947030931550398,-1.4551608733520267,-0.21072981585534586,-0.22819609649374248,-0.07663523463345727,1,5.772,5.549,6.076
0,0.03278161623732218,-0.6024401086251061,0.10820621906137938,-0.0003361287552638165,-0.27547591267766997,-0.2855910984479061,-0.06453620839207347,1,5.731,5.572,5.357
0,-0.08641017046008083,-0.04271400411676302,-0.0656320451270623,-0.17189565052375,-0.22913801985384974,-0.2482497718753179,-0.3632890871216293,1,3.201,3.235,3.645
0,-0.12046496665933883,0.8373400987719293,-0.007685957064248408,0.9340913998104242,-0.5509642070001082,-0.545597372360743,-0.3027939559147097,1,2.697,2.667,2.715
0,0.04129531528713668,-0.5792838677783338,0.5138288355010766,1.5048127422269215,0.09395769860265027,0.07744957656336889,0.6660588377222609,1,3.565,3.136,4.004
0,0.7990145307206272,0.6478799463892473,0.33999057131263494,-0.4452471552082046,0.8391725777144995,0.8132120112528863,0.4901576100590645,1,4.788,3.781,5.613
0,0.4244117725287892,0.4101776255757899,0.311017527281228,0.9638283835836285,0.7420534324810132,0.7378378520600692,0.8010095150300043,1,2.899,2.281,2.634
0,-0.37587593815377385,-0.4799927138444468,-0.4133085735039457,-0.7734977068585749,-0.3890989649442976,-0.38655098140342253,-0.5596655899625521,1,1.66,1.595,1.748
0,-0.2992526467054433,0.6934907238147078,-0.4422816175353526,-0.24852557024700717,-0.969274773724732,-0.9639585311832599,-0.9840622027372482,1,1.888,1.988,1.669
0,-0.23965675335674183,-0.5889323014644889,-0.3263894414097248,0.14377386953026458,-0.07742902827997257,-0.05739410272653316,0.017364892318832866,1,2.47,2.258,2.235
0,-0.34182114195451585,-0.603317238960211,-0.35536248544113175,-1.1703720672163396,0.26851825376087746,0.2911249452842909,0.2639988887778121,1,1.776,1.71,1.8
0,-0.4014170353032173,-0.5189373007231092,-0.5002277055981665,0.6664585458515858,-0.5198606898991878,-0.5317672514079325,-0.5559428126575109,1,1.826,1.731,1.8
0,-0.30776634575525785,-0.21989433180797482,-0.26844335334691094,0.13233656807903216,0.006994803851097198,0.013139514132800185,0.19326611998202933,1,3.871,3.753,3.738
0,0.1604871019845397,-0.6037265664499267,-0.09460508915846925,-0.7815038178744376,-0.3643431043945856,-0.3637312818312853,-0.23857604740274913,1,10.206,10.364,11.482
0,-0.39290333625340285,0.3029338232702842,-0.5002277055981665,0.1632172819973597,-0.7870970307050552,-0.7945395495113317,-0.8854086041536566,1,1.644,1.781,1.723
0,-0.40993073435303184,-0.21293576448280843,-0.4422816175353526,-0.05523517572117939,-0.7578978105694972,-0.7585812350340244,-0.7188143197530632,1,1.9,1.788,2.194
0,-0.24817045240655633,-0.5233229523986342,-0.12357813318987619,-0.15130850791153166,0.7871217939945916,0.8332656866344614,0.6595439774384387,1,2.041,1.895,2.034
0,0.08386381053620919,-0.30456664682344503,0.19512535115560023,-0.8055221509220256,1.0042116480459142,0.977790450591331,0.7479599384331673,1,3.281,2.915,2.403
0,-0.29073894765562885,-0.6039604678726214,-0.23947030931550398,-0.044941604415070224,0.06094988453636761,0.047714816514826563,0.05366197104298464,1,2.843,2.503,3.116
0,0.1690008010343542,-0.32643642984539656,0.6297210116267045,1.8639440077956193,1.803381607843033,1.750894211853437,1.4161984646880617,1,3.711,3.449,4.237
0,-0.4014170353032173,0.08651653192204162,-0.5292007496295734,-0.18676414241035214,-0.7325071843646642,-0.7392190657000897,-0.6378439133684173,1,1.757,1.717,1.681
0,-0.30776634575525785,-0.5764770507059978,-0.35536248544113175,-0.8775771500647899,-0.18533918965051283,-0.1950038062069973,-0.4265763013073294,1,3.247,3.051,3.427
0,-0.39290333625340285,-0.573611758277988,-0.3263894414097248,0.19066680548031747,0.03175066440080948,0.017980056466283933,-0.19111063676347398,1,2.221,2.146,2.358
0,-0.21411565620729833,-0.3832160002045275,-0.0656320451270623,0.4868929130672369,0.5382936571872281,0.507566338195775,0.4250090072208438,1,3.112,3.087,3.157
0,-0.3673622391039593,0.07066971053447779,-0.3263894414097248,-1.1943904002639276,-0.14280989075741743,-0.16319452801553333,-0.24322951903405074,1,1.46,1.548,1.363
0,-0.14600606380878234,-0.6143106058268605,-0.26844335334691094,1.3812898865536116,-0.22659895723336645,-0.23995169930363164,-0.48241796088294736,1,4.615,4.569,4.811
0,-0.4014170353032173,-0.0959850531354739,-0.4422816175353526,-1.5649589672838577,-0.6766478067140315,-0.6852815939841289,-0.5494279523736889,1,1.705,1.661,1.779
0,-0.18857455905785483,1.5903272537817426,-0.09460508915846925,-0.04951652499556319,-0.03299543242151462,-0.04840452410720642,-0.06732829137085407,1,5.423,4.822,6.163
0,-0.3673622391039593,-0.6184038807240172,-0.26844335334691094,-0.8272530236793673,-0.9254759435213952,-0.9224681683248286,-0.9617255389070012,1,3.255,3.24,3.316
0,-0.16303346190841134,-0.16785126525841096,-0.036659001095655355,0.6069845783051773,-0.5535032696205914,-0.5601189993611941,-0.33536825733382025,1,4.986,4.64,4.565
0,-0.22262935525711283,-0.6078783167027572,-0.09460508915846925,-0.23365707836040503,-0.10028059186432202,-0.09196940510855924,-0.19948688569981657,1,4.137,4.114,3.792
0,-0.17154716095822584,-0.5546072676840462,0.13717926309278633,0.3748073588451593,-0.1199583271730677,-0.137608804252834,0.17186015047804235,1,3.863,3.599,4.196
0,-0.4014170353032173,0.7356514552554219,-0.47125466156675955,-0.13529628587980627,-0.7598021075348597,-0.757889728986384,-0.6490122452835408,1,2.75,2.5,2.6
0,-0.3843896372035883,-0.3963729552311026,-0.5002277055981665,-0.9107453242733639,-0.4786009223163341,-0.49373441878770374,-0.46287338003148115,1,2.294,2.003,2.175
0,0.5095487630269342,-0.6063579574552418,-0.15255117722128314,-0.23708826879577474,-0.8454954709761711,-0.8484770212272925,-0.9012304077000817,1,7.785,8.454,8.667
0,-0.06938277236045183,1.2178392381404821,0.021287086967158537,0.38166973971589874,-0.3776731831521229,-0.39346604187982775,-0.540121009111086,1,2.661,2.467,2.5
0,-0.07789647141026633,-0.6067672849449575,-0.2974163973783179,-1.101748258508945,-0.7826536711192094,-0.7654962955104296,-0.6471508566310202,1,3.543,3.3,3.333
0,0.5180624620767487,-0.5515665491890155,0.021287086967158537,-1.2607267486810756,0.8537721877822783,0.8339571926821022,0.3598604043826226,1,8.379,6.722,7.535
0,-0.2992526467054433,0.1040591386241418,-0.47125466156675955,0.07286260053262363,-0.5960325685136867,-0.602300868267266,-0.715091542448022,1,3.3,3.191,3.453
0,3.4808297314121948,-0.5787575895772709,6.800979390316384,0.6996267200601598,4.929602459313098,4.848149799235343,3.8304195470072764,1,69.397,35.553,100.194
0,-0.2992526467054433,-0.631970163240308,-0.21049726528409704,-0.6762806445230993,0.15806902976985363,0.1555897599467481,0.3338009632473342,1,2.843,2.83,3.226
0,-0.3333074429047013,-0.6125563451566505,-0.38433552947253874,-1.1097543695248078,-0.7902708589806593,-0.7737943680821159,-0.6583191885461438,1,1.833,1.758,1.67
0,-0.35884854005414485,2.2086456646751,-0.5292007496295734,-0.5058648528997365,-0.6861692915408439,-0.6949626786510963,-0.7765173679812017,1,1.496,1.446,1.527
0,-0.35884854005414485,-0.5500461899415002,0.19512535115560023,-1.5306470629301605,-0.8175657821508547,-0.8145932248929068,-0.8314283332305593,1,1.998,1.873,2.114
0,-0.15451976285859684,-0.6147199333165762,0.19512535115560023,-1.4288550800141921,0.16441668632106202,0.20261217118630373,0.2705137490616343,1,5.198,5.566,4.933
0,-0.26519785050618533,0.3552107912425427,-0.38433552947253874,0.5200610872758109,-0.3579954478433772,-0.3734123664982526,-0.5838636424453199,1,2.347,2.015,2.516
0,-0.09492386950989533,-0.5097566698823435,0.22409839518700717,1.6191857567392458,0.637317099386077,0.6451760416762391,0.7414450781493451,1,4.019,3.384,4.005
0,-0.25668415145637086,-0.42455807666581025,-0.2974163973783179,1.1090821120142802,-0.40179427804671414,-0.4093706809755599,-0.40144755449830144,1,3.419,2.898,3.61
0,-0.14600606380878234,-0.6046621721407054,-0.007685957064248408,-0.23480080850552826,0.3135866152744559,0.29596548761777464,0.2900583299131005,1,2.567,2.368,2.001
0,0.1264323057852817,-0.4811037456022465,0.7166401437209252,1.5288310752745096,3.714660995411838,3.7707833770114068,3.760617472537753,1,6.332,5.532,5.768
0,-0.3503348410043303,-0.5596361482719816,-0.35536248544113175,0.5257797380014272,0.06412371281197167,0.042182768133702364,-0.004041077185154123,1,2.065,2.038,1.828
0,0.04129531528713668,-0.6239590395130156,-0.38433552947253874,-1.1657971466358465,-0.6080931159609825,-0.5774066505522071,-0.5484972580474285,1,6.878,6.663,7.304
0,-0.12897866570915334,-0.5740795611233774,0.13717926309278633,-0.06781620731753504,-0.6080931159609825,-0.5711830961234424,-0.5280219828697019,1,10.314,8.778,11.144
0,-0.20560195715748383,0.4492976385214733,0.021287086967158537,1.5883050428209182,-0.10028059186432202,-0.0815968143939516,-0.038476767256785095,1,1.643,1.624,1.536
0,-0.3843896372035883,1.9911758169247316,-0.4422816175353526,-0.9462009587721842,-0.5928587402380826,-0.6043753864101876,-0.5941012800341833,1,1.981,1.975,1.871
0,-0.39290333625340285,-0.5803364241804598,-0.4133085735039457,-1.6495949980229776,-0.10535871710528863,-0.1237786833000235,-0.14736800342924,1,2.439,2.572,2.596
0,-0.23965675335674183,-0.5795177692010285,-0.4133085735039457,-0.5584764395754055,-0.5408079565181749,-0.5172456244074816,-0.4265763013073294,1,2.546,2.213,2.812
0,-0.07789647141026633,-0.4529770995232125,0.45588274743826274,0.36794497797441983,0.5230592814643283,0.7461359246317555,1.4441192944758703,1,3.892,3.712,3.751
0,-0.3673622391039593,-0.48671737974691853,-0.5292007496295734,-0.7426169929402474,-0.9299193031072408,-0.934915277182358,-0.9849928970635086,1,2.646,3.0,2.742
0,-0.23114305430692733,-0.6205674688839429,-0.38433552947253874,1.3298220300230656,-0.5350950656220875,-0.5414483360748998,-0.5196457339333593,1,3.566,3.159,3.593
0,-0.40993073435303184,-0.38380075376126416,-0.5292007496295734,-1.101748258508945,-0.9534056323467115,-0.9515114223257306,-0.9775473424534262,1,1.873,1.593,2.044
0,-0.3503348410043303,-0.5491105842507216,-0.18152422125269008,-1.3453627794201954,-0.11614973324234289,-0.1223956712047423,-0.23671465875022854,1,2.882,2.763,3.21
0,-0.30776634575525785,-0.6144860318938815,0.13717926309278633,0.6893331487540506,0.24122333059068188,0.24133650985417313,-0.027308435341661504,1,2.992,2.464,3.329
0,-0.27371154955599986,-0.46467217065794597,-0.15255117722128314,0.9592534630031355,1.2739870514722649,1.245403291028214,1.2123764072370564,1,2.578,2.226,2.057
0,-0.39290333625340285,-0.365381016724059,-0.5292007496295734,-0.08497215949438366,-0.9495970384159865,-0.9556604586115737,-1.0194285871351396,1,1.858,1.712,1.94
0,0.2285966943830557,-0.3587733015329346,0.8035592758151461,1.2257425868168508,2.7168093855619007,2.6657567128818496,2.868081613654127,1,4.996,4.287,5.288
0,-0.2992526467054433,-0.6158309650743758,-0.35536248544113175,0.3061835501377648,-0.38655990232381426,-0.4031471265467951,-0.5754873935089773,1,3.184,3.319,3.246
0,-0.15451976285859684,0.3310604693493181,-0.47125466156675955,-0.9793691329807583,-0.3929075588750227,-0.3941575479274684,-0.5047546247131945,1,4.974,4.733,5.707
0,-0.29073894765562885,-0.6066503342336101,-0.26844335334691094,0.20896648780228932,0.02857683612520542,0.020054574609205584,0.05831544267428604,1,3.459,3.096,4.212
0,-0.10343756855970983,-0.6241929409357103,0.021287086967158537,0.3324893434755994,0.06983660370805903,0.07053451608696379,-0.0217242693840995,1,4.559,3.694,5.037
0,-0.2992526467054433,0.7678129008759389,-0.35536248544113175,0.36222632724880366,-0.5033567828660462,-0.5151711062645601,-0.6583191885461438,1,3.499,3.948,3.484
0,0.2030555972336122,-0.1259829105960652,0.7456131877523322,0.7957000522505121,0.5541627985652486,0.5269285075297093,0.4529298370086525,1,7.201,6.909,7.54
0,-0.27371154955599986,-0.5815644066496068,-0.5581737936609804,-1.2081151620054065,-0.8537474244927419,-0.8602326240371814,-0.9319433204666716,1,1.112,1.154,1.131
0,-0.40993073435303184,-0.631093032905203,-0.47125466156675955,-0.8169594523732581,-0.5058958454865295,-0.5117135760263574,-0.4070317204558632,1,1.275,1.227,1.129
0,-0.32479374385488685,-0.36152164324959696,-0.2974163973783179,-0.20506382473232398,-0.6138060068570699,-0.6216630376012007,-0.761626258761037,1,2.206,1.745,2.613
0,-0.3333074429047013,-0.5715651208294097,-0.2974163973783179,0.6012659275795611,0.41134052616306294,0.3907018161445264,0.5115635795630515,1,3.691,3.954,3.778
0,0.5946857535250792,0.47069961869803556,-0.036659001095655355,0.06714394980700741,0.47354756036490403,0.49926826562408866,0.6381380079344522,1,7.521,6.997,6.717
0,0.4669802677778617,0.023655524572849317,-0.4422816175353526,-1.1966778605541741,-0.6036497563751366,-0.6147479771247955,-0.7383589006045294,1,4.507,4.146,5.307
0,-0.4014170353032173,-0.46730356166326104,-0.4133085735039457,-1.1474974643138747,-0.4417845143193262,-0.45570158616747497,-0.5838636424453199,1,1.607,1.642,1.639
0,-0.3162800448050723,-0.6134334754917555,-0.35536248544113175,-1.1692283370712164,-0.17137434523785453,-0.1459068768245203,-0.1482986977555002,1,3.588,3.562,3.593
0,-0.40993073435303184,-0.4846122669426665,-0.5292007496295734,-0.7426169929402474,-0.8778685193873331,-0.8858183477998808,-0.8788937438698344,1,1.958,1.917,2.2
0,-0.27371154955599986,-0.5478241264259008,-0.2974163973783179,-0.9347636573209519,0.5992311600788274,0.58017447319803,0.5962567632527385,1,3.083,2.693,2.898
0,-0.39290333625340285,-0.6313269343278977,-0.47125466156675955,-1.779980234567027,-0.7864622650499343,-0.7910820192731289,-0.8891313814586979,1,1.906,1.95,1.988
0,-0.37587593815377385,1.0432318260989115,-0.4133085735039457,-0.39721048911302853,-0.3808470114277269,-0.3927745358321873,-0.5782794764877581,1,2.446,2.662,2.192
